udi,id_produto,tipo,temperatura_ar_k,temperatura_processo_k,velocidade_rotacao_rpm,torque_nm,desgaste_ferramenta_min,falha_maquina,falha_twf,falha_hdf,falha_pwf,falha_osf,falha_rnf,ratio_temp,flag_sobrecarga_termica,potencia_estimada
2429,M17288,M,299.0,308.3,1377.0,47.2,35,0,0,0,0,0,0,0.9698345735652463,0,64994.4
2430,L49609,L,298.9,308.3,1432.0,48.9,38,0,0,0,0,0,0,0.969510214176094,0,70024.8
2431,M17290,M,298.9,308.2,1335.0,47.8,40,0,0,0,0,0,0,0.9698247859512499,0,63812.99999999999
2432,M17291,M,298.9,308.2,1411.0,51.3,43,0,0,0,0,0,0,0.9698247859512499,0,72384.3
2433,L49612,L,298.9,308.2,1510.0,43.5,46,0,0,0,0,0,0,0.9698247859512499,0,65685.0
2434,L49613,L,299.0,308.3,1441.0,44.0,48,0,0,0,0,0,0,0.9698345735652463,0,63404.0
2435,M17294,M,299.0,308.2,1358.0,42.7,50,0,0,0,0,0,0,0.9701492505835522,0,57986.600000000006
2436,L49615,L,298.9,308.2,1686.0,30.4,53,0,0,0,0,0,0,0.9698247859512499,0,51254.399999999994
2437,H31850,H,299.0,308.2,1662.0,30.4,55,0,0,0,0,0,0,0.9701492505835522,0,50524.799999999996
2438,L49617,L,299.1,308.3,1426.0,40.1,60,0,0,0,0,0,0,0.9701589329543986,0,57182.6
2439,M17298,M,299.1,308.4,1330.0,53.6,62,0,0,0,0,0,0,0.9698443548318927,0,71288.0
2440,L49619,L,299.1,308.4,1693.0,31.6,65,0,0,0,0,0,0,0.9698443548318927,0,53498.8
2441,L49620,L,299.1,308.4,1426.0,47.9,67,0,0,0,0,0,0,0.9698443548318927,0,68305.4
2442,L49621,L,299.1,308.5,1676.0,31.0,69,0,0,0,0,0,0,0.9695299806498219,0,51956.0
2443,M17302,M,299.1,308.4,1332.0,51.7,71,0,0,0,0,0,0,0.9698443548318927,0,68864.40000000001
2444,L49623,L,299.1,308.5,1647.0,35.0,74,0,0,0,0,0,0,0.9695299806498219,0,57645.0
2445,L49624,L,299.2,308.6,1267.0,68.2,76,1,0,0,1,0,0,0.9695398542788727,0,86409.40000000001
2446,H31859,H,299.2,308.7,1375.0,55.1,78,0,0,0,0,0,0,0.9692257824126149,0,75762.5
2447,L49626,L,299.3,308.6,1422.0,48.9,83,0,0,0,0,0,0,0.9698638983478163,0,69535.8
2448,L49627,L,299.3,308.7,1408.0,48.7,85,0,0,0,0,0,0,0.9695497215110149,0,68569.6
2449,L49628,L,299.4,308.9,1440.0,42.5,87,0,0,0,0,0,0,0.9692457074482173,0,61200.0
2450,L49629,L,299.3,308.8,1772.0,25.2,89,0,0,0,0,0,0,0.96923574815662,0,44654.4
2451,L49630,L,299.2,308.7,1492.0,37.8,91,0,0,0,0,0,0,0.9692257824126149,0,56397.6
2452,L49631,L,299.2,308.7,1650.0,30.5,93,0,0,0,0,0,0,0.9692257824126149,0,50325.0
2453,M17312,M,299.1,308.6,2329.0,14.6,95,0,0,0,0,0,0,0.9692158102099293,0,34003.4
2454,L49633,L,299.0,308.6,1648.0,30.8,98,0,0,0,0,0,0,0.9688917661409858,0,50758.4
2455,L49634,L,299.0,308.6,1653.0,31.7,100,0,0,0,0,0,0,0.9688917661409858,0,52400.1
2456,L49635,L,299.0,308.6,1946.0,22.3,102,0,0,0,0,0,0,0.9688917661409858,0,43395.8
2457,L49636,L,299.1,308.6,1555.0,36.6,104,0,0,0,0,0,0,0.9692158102099293,0,56913.0
2458,L49637,L,299.0,308.6,1661.0,32.2,106,0,0,0,0,0,0,0.9688917661409858,0,53484.200000000004
2460,L49639,L,299.0,308.6,1297.0,54.2,110,0,0,0,0,0,0,0.9688917661409858,0,70297.40000000001
2461,L49640,L,299.0,308.6,1466.0,46.4,112,0,0,0,0,0,0,0.9688917661409858,0,68022.4
2462,M17321,M,298.9,308.6,1517.0,39.8,114,0,0,0,0,0,0,0.9685677220720422,0,60376.6
2463,L49642,L,298.9,308.5,1742.0,34.5,117,0,0,0,0,0,0,0.9688816824347433,0,60099.0
2464,L49643,L,298.9,308.5,1580.0,39.1,119,0,0,0,0,0,0,0.9688816824347433,0,61778.0
2465,M17324,M,298.9,308.5,1534.0,42.9,121,0,0,0,0,0,0,0.9688816824347433,0,65808.59999999999
2466,L49645,L,298.9,308.6,1481.0,40.7,124,0,0,0,0,0,0,0.9685677220720422,0,60276.700000000004
2467,L49646,L,299.0,308.6,1429.0,37.7,126,0,0,0,0,0,0,0.9688917661409858,0,53873.3
2468,M17327,M,298.9,308.6,1574.0,33.5,128,0,0,0,0,0,0,0.9685677220720422,0,52729.0
2469,M17328,M,298.9,308.6,1524.0,40.4,131,0,0,0,0,0,0,0.9685677220720422,0,61569.6
2470,L49649,L,299.0,308.7,1507.0,37.5,134,0,0,0,0,0,0,0.968577904215815,0,56512.5
2471,L49650,L,298.9,308.5,1467.0,44.7,136,0,0,0,0,0,0,0.9688816824347433,0,65574.90000000001
2472,L49651,L,298.9,308.4,1301.0,51.1,138,0,0,0,0,0,0,0.9691958464033857,0,66481.1
2473,L49652,L,298.9,308.5,1429.0,55.1,140,0,0,0,0,0,0,0.9688816824347433,0,78737.90000000001
2474,M17333,M,298.9,308.5,1555.0,37.6,142,0,0,0,0,0,0,0.9688816824347433,0,58468.0
2475,L49654,L,298.9,308.5,1503.0,40.6,145,0,0,0,0,0,0,0.9688816824347433,0,61021.8
2476,L49655,L,298.9,308.5,1459.0,43.1,147,0,0,0,0,0,0,0.9688816824347433,0,62882.9
2477,H31890,H,298.9,308.4,1449.0,42.4,149,0,0,0,0,0,0,0.9691958464033857,0,61437.6
2478,L49657,L,298.9,308.5,1387.0,57.3,154,0,0,0,0,0,0,0.9688816824347433,0,79475.09999999999
2479,M17338,M,298.9,308.5,1456.0,50.0,156,0,0,0,0,0,0,0.9688816824347433,0,72800.0
2480,L49659,L,299.0,308.5,1604.0,34.7,159,0,0,0,0,0,0,0.9692058315422826,0,55658.8
2481,L49660,L,299.0,308.6,1734.0,32.4,161,0,0,0,0,0,0,0.9688917661409858,0,56181.6
2482,L49661,L,299.0,308.6,1378.0,47.8,163,0,0,0,0,0,0,0.9688917661409858,0,65868.4
2483,L49662,L,298.9,308.7,1504.0,41.8,165,0,0,0,0,0,0,0.968253965117415,0,62867.2
2484,M17343,M,298.9,308.7,1402.0,49.8,167,0,0,0,0,0,0,0.968253965117415,0,69819.59999999999
2485,H31898,H,298.8,308.6,1524.0,37.7,170,0,0,0,0,0,0,0.9682436780030989,0,57454.8
2486,L49665,L,298.8,308.6,1593.0,35.5,175,0,0,0,0,0,0,0.9682436780030989,0,56551.5
2487,M17346,M,298.9,308.7,1772.0,28.4,177,0,0,0,0,0,0,0.968253965117415,0,50324.799999999996
2488,H31901,H,298.9,308.6,1623.0,31.0,180,0,0,0,0,0,0,0.9685677220720422,0,50313.0
2489,L49668,L,298.9,308.7,1356.0,50.7,185,0,0,0,0,0,0,0.968253965117415,0,68749.2
2490,H31903,H,298.9,308.7,1500.0,41.6,187,0,0,0,0,0,0,0.968253965117415,0,62400.0
2491,H31904,H,299.1,308.8,1566.0,46.6,192,0,0,0,0,0,0,0.968588079764935,0,72975.6
2492,L49671,L,299.1,308.9,1445.0,43.4,197,0,0,0,0,0,0,0.9682745193646018,0,62713.0
2493,H31906,H,299.0,308.8,1382.0,58.5,199,0,0,0,0,0,0,0.9682642455690924,0,80847.0
2494,M17353,M,299.0,308.8,1418.0,45.7,204,0,0,0,0,0,0,0.9682642455690924,0,64802.600000000006
2495,L49674,L,299.1,308.8,1329.0,53.6,207,1,0,0,0,1,0,0.968588079764935,0,71234.40000000001
2496,M17355,M,299.1,308.8,1491.0,41.0,209,0,0,0,0,0,0,0.968588079764935,0,61131.0
2497,M17356,M,299.2,308.9,1573.0,37.4,212,0,0,0,0,0,0,0.9685982487258069,0,58830.2
2498,M17357,M,299.2,308.9,1521.0,42.3,215,0,0,0,0,0,0,0.9685982487258069,0,64338.299999999996
2500,M17359,M,299.1,308.9,1325.0,48.4,220,0,0,0,0,0,0,0.9682745193646018,0,64130.0
2501,L49680,L,299.1,308.9,1617.0,32.3,223,0,0,0,0,0,0,0.9682745193646018,0,52229.1
2502,M17361,M,299.1,308.9,1476.0,42.7,225,0,0,0,0,0,0,0.9682745193646018,0,63025.200000000004
2503,L49682,L,299.2,309.0,1515.0,48.9,228,1,0,0,0,1,0,0.9682847865104052,0,74083.5
2504,L49683,L,299.2,309.0,1408.0,47.2,0,0,0,0,0,0,0,0.9682847865104052,0,66457.6
2505,L49684,L,299.2,309.1,1468.0,45.6,2,0,0,0,0,0,0,0.9679715271175298,0,66940.8
2506,L49685,L,299.2,309.1,1387.0,48.7,4,0,0,0,0,0,0,0.9679715271175298,0,67546.90000000001
2507,M17366,M,299.2,309.1,1503.0,34.7,6,0,0,0,0,0,0,0.9679715271175298,0,52154.100000000006
2508,H31921,H,299.2,309.1,1410.0,47.1,9,0,0,0,0,0,0,0.9679715271175298,0,66411.0
2509,L49688,L,299.0,308.9,1615.0,30.6,14,0,0,0,0,0,0,0.9679507900033967,0,49419.0
2510,L49689,L,299.0,308.9,1511.0,35.9,16,0,0,0,0,0,0,0.9679507900033967,0,54244.9
2511,L49690,L,299.1,309.0,1405.0,53.8,18,0,0,0,0,0,0,0.9679611619159834,0,75589.0
2512,M17371,M,299.0,308.9,1526.0,41.1,20,0,0,0,0,0,0,0.9679507900033967,0,62718.6
2513,L49692,L,298.9,308.8,1530.0,38.3,23,0,0,0,0,0,0,0.9679404113732498,0,58598.99999999999
2514,L49693,L,299.0,308.7,1583.0,32.5,25,0,0,0,0,0,0,0.968577904215815,0,51447.5
2515,L49694,L,298.9,308.6,2069.0,18.7,27,0,0,0,0,0,0,0.9685677220720422,0,38690.299999999996
2516,L49695,L,298.8,308.5,1490.0,35.0,29,0,0,0,0,0,0,0.9685575333272042,0,52150.0
2517,L49696,L,298.8,308.5,1736.0,29.0,31,0,0,0,0,0,0,0.9685575333272042,0,50344.0
2518,L49697,L,298.8,308.5,1395.0,44.4,33,0,0,0,0,0,0,0.9685575333272042,0,61938.0
2519,M17378,M,298.9,308.6,1425.0,49.6,35,0,0,0,0,0,0,0.9685677220720422,0,70680.0
2520,L49699,L,298.8,308.6,1631.0,32.4,38,0,0,0,0,0,0,0.9682436780030989,0,52844.399999999994
2521,L49700,L,298.8,308.6,1535.0,41.2,40,0,0,0,0,0,0,0.9682436780030989,0,63242.00000000001
2522,L49701,L,298.8,308.6,1584.0,34.4,42,0,0,0,0,0,0,0.9682436780030989,0,54489.6
2524,L49703,L,298.8,308.7,1635.0,35.2,47,0,0,0,0,0,0,0.9679300260190152,0,57552.00000000001
2525,M17384,M,298.8,308.7,1446.0,45.5,49,0,0,0,0,0,0,0.9679300260190152,0,65793.0
2526,M17385,M,298.8,308.6,1598.0,35.1,52,0,0,0,0,0,0,0.9682436780030989,0,56089.8
2527,L49706,L,298.8,308.6,1501.0,35.0,55,0,0,0,0,0,0,0.9682436780030989,0,52535.0
2528,L49707,L,298.8,308.5,1450.0,50.8,57,0,0,0,0,0,0,0.9685575333272042,0,73660.0
2529,L49708,L,298.8,308.6,1730.0,25.9,59,0,0,0,0,0,0,0.9682436780030989,0,44807.0
2530,M17389,M,298.8,308.6,1571.0,33.7,61,0,0,0,0,0,0,0.9682436780030989,0,52942.700000000004
2531,L49710,L,298.9,308.7,1438.0,51.7,64,0,0,0,0,0,0,0.968253965117415,0,74344.6
2532,M17391,M,298.8,308.5,1510.0,38.7,66,0,0,0,0,0,0,0.9685575333272042,0,58437.00000000001
2533,L49712,L,298.9,308.7,1389.0,44.9,69,0,0,0,0,0,0,0.968253965117415,0,62366.1
2534,L49713,L,298.8,308.7,1490.0,33.6,71,0,0,0,0,0,0,0.9679300260190152,0,50064.0
2535,L49714,L,298.9,308.7,1729.0,26.6,73,0,0,0,0,0,0,0.968253965117415,0,45991.4
2536,L49715,L,299.0,308.8,1495.0,38.4,75,0,0,0,0,0,0,0.9682642455690924,0,57408.0
2537,L49716,L,298.9,308.8,1281.0,53.9,77,0,0,0,0,0,0,0.9679404113732498,0,69045.9
2538,H31951,H,298.9,308.7,1353.0,48.1,79,0,0,0,0,0,0,0.968253965117415,0,65079.3
2539,L49718,L,299.1,308.8,1429.0,50.1,84,0,0,0,0,0,0,0.968588079764935,0,71592.90000000001
2540,L49719,L,299.1,308.8,1413.0,42.1,86,0,0,0,0,0,0,0.968588079764935,0,59487.3
2541,L49720,L,299.1,308.8,1502.0,38.3,88,0,0,0,0,0,0,0.968588079764935,0,57526.6
2542,H31955,H,299.1,308.8,1553.0,32.6,90,0,0,0,0,0,0,0.968588079764935,0,50627.8
2543,H31956,H,299.2,308.9,1712.0,26.4,95,0,0,0,0,0,0,0.9685982487258069,0,45196.799999999996
2544,L49723,L,299.3,309.0,1786.0,23.5,100,0,0,0,0,0,0,0.9686084111048272,0,41971.0
2545,L49724,L,299.2,309.0,1951.0,21.4,102,0,0,0,0,0,0,0.9682847865104052,0,41751.399999999994
2547,L49726,L,299.2,309.1,1605.0,34.3,107,0,0,0,0,0,0,0.9679715271175298,0,55051.49999999999
2548,L49727,L,299.2,309.1,1578.0,38.1,109,0,0,0,0,0,0,0.9679715271175298,0,60121.8
2549,M17408,M,299.3,309.2,1440.0,37.5,111,0,0,0,0,0,0,0.9679818856145477,0,54000.0
2550,L49729,L,299.4,309.2,1489.0,42.3,114,0,0,0,0,0,0,0.9683053008787021,0,62984.7
2551,L49730,L,299.4,309.3,1366.0,48.4,116,0,0,0,0,0,0,0.9679922374135393,0,66114.4
2552,L49731,L,299.3,309.2,1541.0,37.2,118,0,0,0,0,0,0,0.9679818856145477,0,57325.200000000004
2553,H31966,H,299.3,309.1,1552.0,40.7,120,0,0,0,0,0,0,0.9682950470129568,0,63166.4
2554,L49733,L,299.3,309.1,1473.0,40.3,125,0,0,0,0,0,0,0.9682950470129568,0,59361.899999999994
2555,L49734,L,299.3,309.1,1531.0,37.9,127,0,0,0,0,0,0,0.9682950470129568,0,58024.9
2556,L49735,L,299.3,309.2,1511.0,37.2,129,0,0,0,0,0,0,0.9679818856145477,0,56209.200000000004
2557,M17416,M,299.3,309.1,1449.0,47.9,131,0,0,0,0,0,0,0.9682950470129568,0,69407.09999999999
2558,M17417,M,299.4,309.1,1440.0,50.0,134,0,0,0,0,0,0,0.9686185669083837,0,72000.0
2559,M17418,M,299.2,309.0,1881.0,23.9,137,0,0,0,0,0,0,0.9682847865104052,0,44955.899999999994
2560,L49739,L,299.3,309.0,1447.0,50.4,140,0,0,0,0,0,1,0.9686084111048272,0,72928.8
2561,M17420,M,299.4,309.1,1326.0,62.0,142,0,0,0,0,0,0,0.9686185669083837,0,82212.0
2562,L49741,L,299.4,309.2,1607.0,31.7,145,0,0,0,0,0,0,0.9683053008787021,0,50941.9
2563,L49742,L,299.3,309.1,1551.0,39.1,147,0,0,0,0,0,0,0.9682950470129568,0,60644.100000000006
2564,L49743,L,299.3,309.1,1496.0,37.2,149,0,0,0,0,0,0,0.9682950470129568,0,55651.200000000004
2565,L49744,L,299.3,309.1,1493.0,38.0,151,0,0,0,0,0,0,0.9682950470129568,0,56734.0
2566,L49745,L,299.4,309.1,1304.0,50.5,153,0,0,0,0,0,0,0.9686185669083837,0,65852.0
2567,M17426,M,299.3,309.0,1420.0,41.6,155,0,0,0,0,0,0,0.9686084111048272,0,59072.0
2568,L49747,L,299.4,309.1,1766.0,24.6,158,0,0,0,0,0,0,0.9686185669083837,0,43443.600000000006
2569,L49748,L,299.6,309.2,1450.0,43.1,160,0,0,0,0,0,0,0.9689521314070113,0,62495.0
2570,H31983,H,299.5,309.2,1872.0,22.6,162,0,0,0,0,0,0,0.9686287161428567,0,42307.200000000004
2571,L49750,L,299.6,309.2,1713.0,26.5,167,0,0,0,0,0,0,0.9689521314070113,0,45394.5
2572,M17431,M,299.5,309.2,1497.0,40.9,169,0,0,0,0,0,0,0.9686287161428567,0,61227.299999999996
2573,M17432,M,299.4,309.1,1352.0,44.7,172,0,0,0,0,0,0,0.9686185669083837,0,60434.4
2574,L49753,L,299.5,309.2,1499.0,41.5,175,0,0,0,0,0,0,0.9686287161428567,0,62208.5
2575,L49754,L,299.5,309.3,1972.0,19.3,177,0,0,0,0,0,0,0.9683155481140784,0,38059.6
2576,L49755,L,299.5,309.3,1422.0,49.2,179,0,0,0,0,0,0,0.9683155481140784,0,69962.40000000001
2577,L49756,L,299.5,309.3,1523.0,41.5,181,0,0,0,0,0,0,0.9683155481140784,0,63204.5
2578,L49757,L,299.5,309.4,1563.0,41.5,183,0,0,0,0,0,0,0.9680025825210001,0,64864.5
2579,L49758,L,299.4,309.3,1391.0,46.6,185,0,0,0,0,0,0,0.9679922374135393,0,64820.6
2580,L49759,L,299.3,309.1,1795.0,24.7,187,0,0,0,0,0,0,0.9682950470129568,0,44336.5
2581,L49760,L,299.3,309.1,1293.0,53.7,189,0,0,0,0,0,0,0.9682950470129568,0,69434.1
2582,L49761,L,299.2,309.1,1345.0,60.7,191,1,0,0,0,1,0,0.9679715271175298,0,81641.5
2583,L49762,L,299.2,309.0,1615.0,33.7,193,0,0,0,0,0,0,0.9682847865104052,0,54425.50000000001
2584,L49763,L,299.2,308.9,1342.0,50.8,195,0,0,0,0,0,0,0.9685982487258069,0,68173.59999999999
2585,L49764,L,299.1,308.8,1502.0,46.7,197,0,0,0,0,0,0,0.968588079764935,0,70143.40000000001
2586,M17445,M,299.0,308.7,1620.0,35.4,199,0,0,0,0,0,0,0.968577904215815,0,57348.0
2587,L49766,L,299.0,308.7,1537.0,42.8,202,0,0,0,0,0,0,0.968577904215815,0,65783.59999999999
2588,L49767,L,299.0,308.7,2248.0,16.8,204,0,0,0,0,0,0,0.968577904215815,0,37766.4
2589,L49768,L,299.0,308.7,1706.0,28.6,206,0,0,0,0,0,0,0.968577904215815,0,48791.600000000006
2590,L49769,L,299.0,308.7,2250.0,16.6,208,0,0,0,0,0,0,0.968577904215815,0,37350.0
2591,L49770,L,299.0,308.7,1396.0,48.6,0,0,0,0,0,0,0,0.968577904215815,0,67845.6
2592,L49771,L,298.9,308.6,1522.0,46.4,2,0,0,0,0,0,0,0.9685677220720422,0,70620.8
2594,H32007,H,298.9,308.5,1415.0,54.0,6,0,0,0,0,0,0,0.9688816824347433,0,76410.0
2595,L49774,L,298.8,308.5,1446.0,37.0,11,0,0,0,0,0,0,0.9685575333272042,0,53502.0
2596,M17455,M,298.8,308.6,1486.0,41.1,13,0,0,0,0,0,0,0.9682436780030989,0,61074.6
2597,L49776,L,299.0,308.7,1426.0,38.6,16,0,0,0,0,0,0,0.968577904215815,0,55043.6
2598,L49777,L,299.0,308.7,1449.0,38.9,18,0,0,0,0,0,0,0.968577904215815,0,56366.1
2599,L49778,L,299.1,308.8,1320.0,67.5,20,1,0,0,1,0,0,0.968588079764935,0,89100.0
2600,M17459,M,299.2,308.9,1447.0,39.6,22,0,0,0,0,0,0,0.9685982487258069,0,57301.200000000004
2601,L49780,L,299.3,309.0,1422.0,47.3,25,0,0,0,0,0,0,0.9686084111048272,0,67260.59999999999
2602,L49781,L,299.3,309.1,1399.0,52.1,27,0,0,0,0,0,0,0.9682950470129568,0,72887.90000000001
2603,L49782,L,299.4,309.2,1427.0,41.5,29,0,0,0,0,0,0,0.9683053008787021,0,59220.5
2604,M17463,M,299.3,309.2,1334.0,46.3,31,0,0,0,0,0,0,0.9679818856145477,0,61764.2
2605,M17464,M,299.3,309.1,1385.0,45.6,34,0,0,0,0,0,0,0.9682950470129568,0,63156.0
2606,L49785,L,299.4,309.2,1552.0,37.4,37,0,0,0,0,0,0,0.9683053008787021,0,58044.799999999996
2607,H32020,H,299.4,309.3,1534.0,37.5,39,0,0,0,0,0,0,0.9679922374135393,0,57525.0
2608,L49787,L,299.4,309.3,1448.0,48.6,44,0,0,0,0,0,0,0.9679922374135393,0,70372.8
2609,L49788,L,299.5,309.3,1409.0,44.7,46,0,0,0,0,0,0,0.9683155481140784,0,62982.3
2611,H32024,H,299.4,309.1,1547.0,40.9,50,0,0,0,0,0,0,0.9686185669083837,0,63272.299999999996
2612,L49791,L,299.4,309.1,1957.0,22.1,55,0,0,0,0,0,0,0.9686185669083837,0,43249.700000000004
2613,L49792,L,299.4,309.1,2421.0,14.2,57,0,0,0,0,0,0,0.9686185669083837,0,34378.2
2614,M17473,M,299.3,309.1,1571.0,38.3,59,0,0,0,0,0,0,0.9682950470129568,0,60169.299999999996
2615,L49794,L,299.3,309.1,1634.0,36.8,62,0,0,0,0,0,0,0.9682950470129568,0,60131.2
2617,L49796,L,299.4,309.1,1207.0,66.5,66,0,0,0,0,0,0,0.9686185669083837,0,80265.5
2618,L49797,L,299.4,309.1,1670.0,35.9,68,0,0,0,0,0,0,0.9686185669083837,0,59953.0
2619,M17478,M,299.4,309.1,1461.0,48.6,70,0,0,0,0,0,0,0.9686185669083837,0,71004.6
2620,L49799,L,299.4,309.2,1569.0,40.8,73,0,0,0,0,0,0,0.9683053008787021,0,64015.2
2621,L49800,L,299.4,309.2,1556.0,35.7,75,0,0,0,0,0,0,0.9683053008787021,0,55549.200000000004
2622,M17481,M,299.5,309.3,1506.0,41.5,77,0,0,0,0,0,0,0.9683155481140784,0,62499.0
2623,M17482,M,299.6,309.4,1642.0,30.3,80,0,0,0,0,0,0,0.9683257887255148,0,49752.6
2624,M17483,M,299.6,309.4,1283.0,62.1,83,0,0,0,0,0,0,0.9683257887255148,0,79674.3
2625,H32038,H,299.7,309.5,1375.0,46.8,86,0,0,0,0,0,0,0.9683360227194312,0,64349.99999999999
2626,L49805,L,299.7,309.4,1399.0,39.9,91,0,0,0,0,0,0,0.9686489949300291,0,55820.1
2627,L49806,L,299.7,309.4,1650.0,29.8,93,0,0,0,0,0,0,0.9686489949300291,0,49170.0
2629,H32042,H,299.9,309.6,1410.0,51.2,98,0,0,0,0,0,0,0.9686692475172181,0,72192.0
2630,L49809,L,300.0,309.7,1586.0,37.8,103,0,0,0,0,0,0,0.9686793640016811,0,59950.799999999996
2631,L49810,L,300.0,309.8,1372.0,39.6,105,0,0,0,0,0,0,0.9683666850601462,0,54331.200000000004
2632,H32045,H,300.0,309.7,1529.0,42.4,107,0,0,0,0,0,0,0.9686793640016811,0,64829.6
2633,M17492,M,300.0,309.7,1652.0,28.6,112,0,0,0,0,0,0,0.9686793640016811,0,47247.200000000004
2634,L49813,L,300.1,309.8,1532.0,39.8,115,0,0,0,0,0,0,0.9686894739551664,0,60973.6
2635,L49814,L,300.0,309.7,1554.0,32.0,117,0,0,0,0,0,0,0.9686793640016811,0,49728.0
2636,H32049,H,299.9,309.6,1462.0,51.0,119,0,0,0,0,0,0,0.9686692475172181,0,74562.0
2637,L49816,L,299.9,309.6,1254.0,61.3,124,0,0,0,0,0,0,0.9686692475172181,0,76870.2
2638,L49817,L,299.9,309.6,1294.0,49.7,126,0,0,0,0,0,0,0.9686692475172181,0,64311.8
2639,L49818,L,299.8,309.5,1739.0,27.5,128,0,0,0,0,0,0,0.9686591244954471,0,47822.5
2640,M17499,M,299.8,309.4,1412.0,47.8,130,0,0,0,0,0,0,0.9689722011345437,0,67493.59999999999
2641,M17500,M,299.9,309.5,1372.0,56.2,133,0,0,0,0,0,0,0.9689822262714629,0,77106.40000000001
2642,H32055,H,299.8,309.5,1420.0,46.7,136,0,0,0,0,0,0,0.9686591244954471,0,66314.0
2643,L49822,L,299.8,309.5,1542.0,40.3,141,0,0,0,0,0,0,0.9686591244954471,0,62142.6
2644,M17503,M,299.8,309.4,1401.0,48.1,143,0,0,0,0,0,0,0.9689722011345437,0,67388.1
2645,L49824,L,299.8,309.4,1510.0,42.5,146,0,0,0,0,0,0,0.9689722011345437,0,64175.0
2646,H32059,H,299.9,309.5,1547.0,38.5,148,0,0,0,0,0,0,0.9689822262714629,0,59559.5
2647,M17506,M,299.8,309.5,1453.0,43.2,153,0,0,0,0,0,0,0.9686591244954471,0,62769.600000000006
2648,L49827,L,299.8,309.4,1408.0,45.6,156,0,0,0,0,0,0,0.9689722011345437,0,64204.8
2649,L49828,L,299.8,309.4,1436.0,51.6,158,0,0,0,0,0,0,0.9689722011345437,0,74097.6
2650,M17509,M,299.9,309.5,1582.0,38.2,160,0,0,0,0,0,0,0.9689822262714629,0,60432.4
2651,L49830,L,299.9,309.6,1280.0,59.3,163,0,0,0,0,0,0,0.9686692475172181,0,75904.0
2652,L49831,L,299.9,309.5,2008.0,20.4,165,0,0,0,0,0,0,0.9689822262714629,0,40963.2
2653,L49832,L,299.9,309.5,1772.0,23.5,167,0,0,0,0,0,0,0.9689822262714629,0,41642.0
2654,L49833,L,299.9,309.5,1779.0,26.1,169,0,0,0,0,0,0,0.9689822262714629,0,46431.9
2655,L49834,L,299.9,309.5,1567.0,35.5,171,0,0,0,0,0,0,0.9689822262714629,0,55628.5
2656,M17515,M,299.8,309.4,1751.0,27.0,173,0,0,0,0,0,0,0.9689722011345437,0,47277.0
2657,L49836,L,299.9,309.5,1349.0,51.3,176,0,0,0,0,0,0,0.9689822262714629,0,69203.7
2658,M17517,M,300.0,309.5,1425.0,40.8,178,0,0,0,0,0,0,0.9693053280474787,0,58139.99999999999
2659,L49838,L,300.0,309.4,1395.0,44.5,181,0,0,0,0,0,0,0.9696186135435727,0,62077.5
2660,H32073,H,299.8,309.3,1595.0,32.1,183,0,0,0,0,0,0,0.9692854802156952,0,51199.5
2661,L49840,L,299.8,309.3,1291.0,56.4,188,0,0,0,0,0,0,0.9692854802156952,0,72812.4
2662,M17521,M,299.9,309.4,1509.0,42.8,190,0,0,0,0,0,0,0.9692954073390582,0,64585.2
2663,M17522,M,299.9,309.4,1483.0,38.1,193,0,0,0,0,0,0,0.9692954073390582,0,56502.3
2664,L49843,L,299.9,309.3,1620.0,31.1,196,0,0,0,0,0,0,0.969608790916234,0,50382.0
2666,L49845,L,299.8,309.4,2256.0,15.9,201,0,0,0,0,0,0,0.9689722011345437,0,35870.4
2667,H32080,H,299.7,309.2,1691.0,27.7,203,0,0,0,0,0,0,0.9692755466711658,0,46840.7
2668,M17527,M,299.8,309.3,1663.0,35.2,208,0,0,0,0,0,0,0.9692854802156952,0,58537.600000000006
2669,M17528,M,299.8,309.3,1640.0,31.1,211,0,0,0,0,0,0,0.9692854802156952,0,51004.0
2670,H32083,H,299.7,309.3,1494.0,37.8,214,0,0,0,0,0,0,0.9689621695151562,0,56473.2
2671,L49850,L,299.8,309.4,1467.0,46.2,219,0,0,0,0,0,0,0.9689722011345437,0,67775.40000000001
2672,M17531,M,299.7,309.3,1399.0,41.9,221,1,1,0,0,0,0,0.9689621695151562,0,58618.1
2673,L49852,L,299.7,309.3,1445.0,42.6,0,0,0,0,0,0,0,0.9689621695151562,0,61557.0
2675,L49854,L,299.7,309.3,1546.0,37.2,4,0,0,0,0,0,0,0.9689621695151562,0,57511.200000000004
2676,L49855,L,299.7,309.3,1574.0,35.8,6,0,0,0,0,0,0,0.9689621695151562,0,56349.2
2677,L49856,L,299.7,309.3,1592.0,34.2,8,0,0,0,0,0,0,0.9689621695151562,0,54446.4
2678,L49857,L,299.8,309.5,1495.0,39.6,10,0,0,0,0,0,0,0.9686591244954471,0,59202.0
2680,L49859,L,299.8,309.5,1476.0,44.4,14,0,0,0,0,0,0,0.9686591244954471,0,65534.4
2681,L49860,L,299.8,309.5,1641.0,27.1,16,0,0,0,0,0,0,0.9686591244954471,0,44471.100000000006
2682,L49861,L,299.8,309.5,1545.0,32.2,18,0,0,0,0,0,0,0.9686591244954471,0,49749.00000000001
2683,M17542,M,299.9,309.6,1364.0,44.4,20,0,0,0,0,0,0,0.9686692475172181,0,60561.6
